Program,HH_Composition,HH_Income,Housing_Cost,Education_Track,Gentrification,Graduated,Education_TrackY
REG,6,43958,22500,,3,0,0
REG,6,43958,22500,,3,0,0
REG,1,22074,14496,,3,0,0
REG,3,9674,20472,,4,0,0
REG,2,19636,12636,,4,0,0
REG,2,18340,15432,,4,0,0
REG,10,6528,37812,,4,0,0
REG,10,6528,37812,,4,0,0
REG,2,11700,12336,,4,0,0
REG,2,25750,13560,,4,0,0
PHRR,5,14753,21564,GED Preparation,3,0,1
PHRR,5,14753,21564,,3,0,0
REG,4,16723,13728,,4,0,0
REG,5,39512,18408,,4,0,0
REG,5,39512,18408,,4,0,0
REG,5,39512,18408,,4,0,0
REG,8,37655,31116,,4,0,0
REG,4,12131,17064,,4,0,0
REG,5,19483,17976,,2,0,0
REG,2,16221,15228,,4,0,0
REG,2,18680,22596,,4,0,0
REG,5,21775,20448,,4,0,0
REG,3,23680,16596,,4,0,0
REG,1,15808,12792,,4,0,0
REG,3,20930,13608,,3,0,0
REG,3,9360,17676,,4,0,0
REG,2,12288,19068,,4,0,0
FUPF,5,16640,27732,,2,0,0
FLOW,3,0,15432,,4,0,0
FUPF,5,16640,27732,,2,0,0
FUPF,5,16640,27732,,2,0,0
REG,2,25744,14460,,4,0,0
REG,4,0,20460,,3,0,0
PHRR,4,21653,16200,GED Preparation,4,0,1
REG,4,13453,18636,,4,0,0
REG,5,17595,19692,,4,0,0
REG,2,23712,13188,,4,0,0
REG,6,8400,34440,,0,0,0
REG,3,36978,20580,,3,0,0
REG,3,13082,30456,,1,0,0
REG,4,0,21564,Job Placement for Long Term Unemployed,3,0,1
REG,4,0,21564,Behavioral Health Counseling and Services,3,0,1
REG,1,17160,17112,,3,0,0
REG,3,13266,22548,,1,0,0
REG,2,19029,15864,,4,0,0
MS5,3,15420,20964,,2,0,0
REG,3,56462,19824,,4,0,0
REG,3,56462,19824,,4,0,0
VASH,2,50153,17388,,3,0,0
REG,3,10002,17832,,3,0,0
REG,4,5241,16188,,2,0,0
REG,1,0,15360,,4,0,0
REG,1,30269,16608,,4,0,0
REG,4,36556,26532,,4,0,0
REG,4,36556,26532,,4,0,0
REG,4,36556,26532,,4,0,0
REG,2,9528,17832,,4,0,0
REG,4,26495,16860,,1,0,0
REG,1,12877,18264,,3,0,0
REG,4,24960,21072,,2,0,0
REG,4,24960,21072,,2,0,0
REG,4,21150,20136,,4,0,0
REG,4,21150,20136,,4,0,0
REG,4,33434,21564,,4,0,0
REG,4,33434,21564,,4,0,0
PHRR,6,33345,18408,,4,0,0
REG,3,19200,17664,Employment Prep Placement and Retention Services,4,0,1
REG,3,19200,17664,,4,0,0
REG,4,21580,21072,,3,0,0
REG,6,20258,21312,,2,0,0
REG,6,20258,21312,,2,0,0
PHRR,7,19670,20424,,3,0,0
PHRR,7,19670,20424,,3,0,0
PHRR,7,19670,20424,,3,0,0
REG,3,13500,19908,,4,0,0
REG,3,16380,13560,,4,0,0
REG,2,41728,15576,,4,0,0
REG,2,41728,15576,,4,0,0
PHRR,2,15690,19308,,4,0,0
REG,3,12420,32064,,3,0,0
PHRR,3,34379,19800,,4,0,0
PHRR,2,34061,18132,,4,0,0
REG,4,15272,22704,,4,0,0
REG,4,15272,22704,,4,0,0
FLOW,4,29127,20448,,3,0,0
FLOW,4,29127,20448,,3,0,0
REG,2,8340,14208,,4,0,0
MS1 (NED-PRE2008),7,34469,29712,,4,0,0
MS1 (NED-PRE2008),7,34469,29712,,4,0,0
HOPE6,3,45816,19764,,4,0,0
HOPE6,3,45816,19764,,4,0,0
PHRR,3,15828,16968,,4,0,0
REG,2,22410,13848,,4,0,0
MS5,3,19080,18252,,4,0,0
HOPE6,1,17999,13524,,4,0,0
REG,2,14860,14208,GED Preparation,4,0,1
REG,2,12628,18144,,4,0,0
REG,2,37915,14988,,4,0,0
HOPE6,3,8844,14952,,3,0,0
REG,3,27228,24576,,4,0,0
PHRR,4,21843,16320,,4,0,0
REG,1,0,12108,Job Placement for Long Term Unemployed,4,0,1
REG,3,23168,29364,,2,0,0
REG,3,23168,29364,,2,0,0
REG,2,25358,11712,,4,0,0
PHRR,1,23916,12756,,4,0,0
FUPF,4,11940,24792,,4,0,0
FUPF,4,11940,24792,,4,0,0
REG,1,29120,10800,,4,0,0
REG,2,14867,14208,,4,0,0
REG,3,28602,15264,,4,0,0
REG,3,28602,15264,,4,0,0
REG,2,1352,17448,GED Preparation,4,0,1
REG,3,10164,16272,,4,0,0
SPHVS,8,25844,22860,,4,0,0
SPHVS,8,25844,22860,,4,0,0
REG,5,20364,21876,Job Placement for Long Term Unemployed,4,0,1
REG,5,20364,21876,,4,0,0
FUPF,1,33598,12228,,4,0,0
REG,3,9256,22776,,4,0,0
REG,2,15000,15072,Adult Literacy,3,0,1
REG,2,15000,15072,,3,0,0
REG,2,15228,16788,Job Placement for Long Term Unemployed,4,0,1
REG,2,38563,16104,,3,0,0
REG,1,0,16980,,1,0,0
REG,5,18980,22596,,4,0,0
REG,2,13000,10728,,4,0,0
REG,2,13000,10728,,4,0,0
REG,2,9396,11928,,4,0,0
HOPE6,3,48626,14376,,4,0,0
HOPE6,3,48626,14376,,4,0,0
REG,1,7748,10500,Job Placement for Long Term Unemployed,4,0,1
PHRR,4,36108,19656,,4,0,0
PHRR,4,36108,19656,,4,0,0
REG,2,18481,19308,,4,0,0
PHRR,2,9396,11388,,4,0,0
REG,4,18760,18276,,3,0,0
REG,4,27285,25176,,4,0,0
REG,3,22932,21672,,4,0,0
REG,3,22932,21672,,4,0,0
REG,2,18829,15084,,4,0,0
REG,5,38146,22008,,4,0,0
REG,5,38146,22008,,4,0,0
HOPE6,3,20016,14328,,2,0,0
HOPE6,3,20016,14328,,2,0,0
HOPE6,3,20016,14328,,2,0,0
REG,2,9240,14928,,4,0,0
FUPF,2,25723,17604,Job Skills Training,3,0,1
FUPF,2,25723,17604,,3,0,0
FLOW,2,10860,18132,,2,0,0
REG,2,12493,14208,,4,0,0
HOPE6,2,28110,13524,,4,0,0
REG,1,36585,15012,,4,0,0
REG,4,25896,18636,,3,0,0
REG,4,25896,18636,,3,0,0
REG,5,20436,23664,,4,0,0
REG,5,20436,23664,,4,0,0
REG,5,20436,23664,,4,0,0
NED,5,33596,21804,,1,0,0
NED,5,33596,21804,,1,0,0
PHRR,2,10668,18828,,4,0,0
REG,2,9240,18372,,4,0,0
REG,1,19557,13596,Behavioral Health Counseling and Services; Job Placement for Long Term Unemployed,3,0,1
REG,1,19557,13596,Behavioral Health Counseling and Services; Job Placement for Long Term Unemployed,3,0,1
REG,1,21000,17208,,2,0,0
REG,2,16907,16344,,3,0,0
PHRR,4,27940,17916,,4,0,0
REG,1,0,14616,GED Preparation,4,0,1
PHRR,3,39237,23604,,4,0,0
PHRR,3,39237,23604,,4,0,0
REG,3,40333,18900,,4,0,0
REG,5,50603,17472,,4,0,0
REG,5,50603,17472,,4,0,0
FUPF,2,16656,15588,,4,0,0
REG,2,12048,20172,,0,0,0
REG,1,9440,11916,,4,0,0
HOPE6,1,22147,10932,,4,0,0
FUPF,2,17208,13548,,0,0,0
PHRR,1,10000,13308,Adult Literacy,4,0,1
REG,1,15124,21072,GED Preparation,3,0,1
REG,1,15124,21072,GED Preparation,3,0,1
REG,3,32491,11268,,4,0,0
REG,4,13103,17628,,3,0,0
REG,4,8556,14208,,4,0,0
REG,2,17734,18408,,4,0,0
HOPE6,3,15525,22092,,2,0,0
REG,5,25063,16788,,4,0,0
PHRR,4,22597,22524,,3,0,0
PHRR,4,22597,22524,,3,0,0
REG,1,24960,20004,,1,0,0
REG,3,0,17232,,4,0,0
REG,2,12753,21564,,4,0,0
REG,3,72451,18264,,4,0,0
REG,4,0,32376,,4,0,0
REG,4,21756,17016,,4,0,0
REG,2,33280,16872,,4,0,0
PAV,2,22809,14916,,4,0,0
PAV,2,22809,14916,,4,0,0
REG,2,31404,14184,,4,0,0
REG,3,11676,20028,,3,0,0
REG,7,27433,22560,,4,0,0
REG,1,8164,13932,,4,0,0
REG,2,20280,13728,,4,0,0
REG,2,20280,13728,,4,0,0
FUPF,3,20517,15972,,4,0,0
REG,2,21791,17820,,4,0,0
REG,2,21791,17820,,4,0,0
REG,1,27809,18888,,4,0,0
REG,2,18655,16872,,4,0,0
REG,2,18655,16872,,4,0,0
NED,2,9036,14328,,4,0,0
REG,2,9396,12072,,4,0,0
REG,4,34320,20472,,4,0,0
REG,2,25817,18408,,4,0,0
REG,5,18980,13128,,4,0,0
REG,2,18668,25932,,1,0,0
REG,3,25038,21564,,2,0,0
REG,4,15083,17316,,4,0,0
HFV,6,1295,26808,,4,0,0
REG,4,11688,20508,,4,0,0
CRSHP,1,0,18852,,0,0,0
REG,1,19397,22248,,4,0,0
REG,4,16172,11976,,4,0,0
REG,3,27384,14328,,4,0,0
FLOW,1,0,12696,,3,0,0
REG,3,16380,20976,,3,0,0
FLOW,4,0,20868,,4,0,0
REG,1,22502,21408,,1,0,0
REG,2,27687,13188,,4,0,0
REG,3,21788,17424,GED Preparation,3,0,1
REG,3,21788,17424,,3,0,0
REG,5,25443,20388,,4,0,0
REG,5,25443,20388,,4,0,0
REG,5,14961,25212,GED Preparation,3,0,1
REG,6,16871,29136,GED Preparation,4,0,1
REG,6,16871,29136,Adult Literacy,4,0,1
REG,6,16871,29136,,4,0,0
REG,6,16871,29136,,4,0,0
REG,4,15990,16968,,0,0,0
REG,4,11837,15096,,2,0,0
REG,1,0,14256,,4,0,0
REG,2,0,13308,,4,0,0
REG,2,22880,17244,,4,0,0
REG,4,25877,19248,,2,0,0
REG,2,15112,10392,,4,0,0
REG,4,21326,15672,,1,0,0
REG,1,29040,9108,,4,0,0
REG,4,23412,18468,,4,0,0
REG,2,8448,16332,,4,0,0
REG,2,7572,11784,,4,0,0
REG,5,36565,21120,,2,0,0
REG,5,36565,21120,,2,0,0
REG,2,19920,13188,,4,0,0
REG,2,36610,13668,,4,0,0
FUPF,2,28108,20388,,4,0,0
REG,2,7748,20208,,0,0,0
REG,2,7748,20208,,0,0,0
REG,2,16176,20880,,3,0,0
PHRR,5,20257,19344,Expungement and Job Placement Assistance,4,0,1
REG,2,8688,20136,,0,0,0
REG,2,32132,21708,Job Placement for Long Term Unemployed,4,0,1
REG,2,9492,17268,,4,0,0
REG,5,29406,21660,,4,0,0
REG,2,26516,15708,,4,0,0
REG,5,24460,18276,,4,0,0
PHRR,2,10104,15000,,4,0,0
REG,5,49250,21372,,4,0,0
FUPF,5,19259,20940,Behavioral Health Counseling and Services; Job Placement for Long Term Unemployed,3,0,1
FUPF,5,19259,20940,Behavioral Health Counseling and Services; Job Placement for Long Term Unemployed,3,0,1
FUPF,5,19259,20940,,3,0,0
REG,1,28081,11496,,3,0,0
REG,2,8996,16704,,3,0,0
REG,4,44788,19272,,3,0,0
REG,4,44788,19272,,3,0,0
REG,4,44788,19272,,3,0,0
REG,4,24048,22608,,3,0,0
REG,1,33326,11196,,3,0,0
REG,3,15210,10932,,4,0,0
REG,3,0,15228,,4,0,0
REG,2,14560,14688,,4,0,0
REG,5,17481,20664,,4,0,0
REG,5,0,18360,,4,0,0
REG,2,2247,11844,,2,0,0
REG,2,18681,10728,,4,0,0
REG,5,21190,17964,,4,0,0
HFV,2,0,15528,,4,0,0
REG,4,23790,18264,,4,0,0
REG,1,34894,20508,,1,0,0
REG,3,24322,16968,,4,0,0
REG,1,7561,12156,Employment Prep Placement and Retention Services,4,0,1
REG,1,7561,12156,Workforce Development Training,4,0,1
REG,2,20833,15780,,4,0,0
REG,4,4520,17724,,3,0,0
REG,1,0,13932,GED Preparation,4,0,1
PHRR,2,35984,16464,Job Placement for Long Term Unemployed,4,0,1
PHRR,2,35984,16464,,4,0,0
FLOW,2,12844,19656,,4,0,0
FLOW,2,12844,19656,,4,0,0
REG,2,38920,23148,,3,0,0
REG,2,38920,23148,,3,0,0
REG,3,35230,29724,,3,0,0
REG,4,22664,20136,,2,0,0
REG,4,22664,20136,,2,0,0
REG,2,32013,15612,Behavioral Health & Counseling,4,0,1
REG,2,32013,15612,,4,0,0
REG,1,10400,21192,,0,0,0
REG,1,11778,11712,,4,0,0
REG,2,17680,17556,,2,0,0
REG,2,17680,17556,,2,0,0
NED,2,19100,14688,,4,0,0
SPHVS,3,19741,16680,Workforce Development Training,4,0,1
SPHVS,3,19741,16680,Employment Prep Placement and Retention Services,4,0,1
SPHVS,3,19741,16680,Job Placement for Long Term Unemployed,4,0,1
REG,3,40319,20052,Job Placement for Long Term Unemployed,4,0,1
REG,3,40319,20052,,4,0,0
HOPE6,4,22012,20136,,3,0,0
REG,3,15080,14616,,3,0,0
REG,5,16000,25872,,2,0,0
REG,3,35208,21384,,4,0,0
FUPF,2,3637,20388,,4,0,0
REG,4,11232,11928,,4,0,0
REG,4,26032,20904,,3,0,0
REG,3,0,15228,,4,0,0
REG,3,19163,15744,,4,0,0
REG,5,12792,33492,,4,0,0
REG,4,15945,21564,,4,0,0
FLOW,2,12558,11496,,4,0,0
REG,3,0,20976,,3,0,0
REG,6,18952,22740,,4,0,0
REG,3,15599,18192,,4,0,0
REG,2,22672,18396,,1,0,0
REG,3,7748,25680,,4,0,0
PHRR,2,16384,21564,,4,0,0
REG,3,19226,19716,,0,0,0
REG,4,23435,19488,,3,0,0
REG,3,35016,19764,,4,0,0
REG,3,10660,21912,Workforce Development Training,4,0,1
REG,3,29907,14328,,2,0,0
REG,2,5640,13368,,4,0,0
REG,3,30077,17580,,4,0,0
REG,8,7748,28272,,3,0,0
REG,5,20800,17640,,3,0,0
REG,4,24054,19692,,4,0,0
PHRR,4,22362,21540,Family Support and Counseling Services; Job Placement for Long Term Unemployed,4,0,1
PHRR,4,22362,21540,Family Support and Counseling Services; Job Placement for Long Term Unemployed,4,0,1
PHRR,4,22362,21540,,4,0,0
REG,1,21405,11328,,4,0,0
REG,2,27540,14328,,4,0,0
REG,6,20599,26796,,4,0,0
REG,3,30900,15288,,4,0,0
REG,2,5335,19452,,0,0,0
REG,5,20851,14328,,2,0,0
REG,3,29681,25776,,0,0,0
REG,5,17730,22932,,4,0,0
REG,4,14820,16788,,4,0,0
REG,4,14820,16788,,4,0,0
VASH,2,9636,11640,,2,0,0
REG,5,24560,34836,,4,0,0
REG,2,16248,11784,,4,0,0
FUPF,5,12424,18732,,4,0,0
REG,2,0,16332,,4,0,0
REG,5,18428,20448,,4,0,0
REG,1,21840,12792,,4,0,0
REG,2,17086,12396,,3,0,0
REG,4,23370,18552,,4,0,0
REG,3,14910,20508,Job Placement for Long Term Unemployed,4,0,1
REG,3,14910,20508,,4,0,0
PHRR,3,35936,21900,,3,0,0
PHRR,3,35936,21900,,3,0,0
REG,6,7892,27540,,4,0,0
REG,3,16067,18000,,3,0,0
REG,3,5982,13728,,4,0,0
PHRR,4,18071,15732,,4,0,0
REG,6,17747,27948,,3,0,0
REG,6,17747,27948,,3,0,0
REG,6,17747,27948,,3,0,0
REG,1,15548,14508,,4,0,0
HOPE6,2,9000,14076,,4,0,0
HFV,5,10633,28776,,4,0,0
HFV,5,10633,28776,,4,0,0
REG,6,14100,32808,,4,0,0
REG,6,14100,32808,,4,0,0
REG,6,14100,32808,,4,0,0
REG,2,14000,12804,,4,0,0
REG,4,14657,20244,,4,0,0
REG,2,29670,11388,,4,0,0
REG,2,0,15492,,4,0,0
REG,3,21933,13728,,4,0,0
REG,2,28549,13128,,3,0,0
REG,2,28549,13128,,3,0,0
REG,5,31455,24084,,4,0,0
REG,5,31455,24084,,4,0,0
REG,4,30412,11232,,4,0,0
PHRR,2,22559,25500,Job Placement for Long Term Unemployed,0,0,1
PHRR,2,22559,25500,,0,0,0
REG,4,15808,27828,,2,0,0
REG,2,23188,15600,,4,0,0
REG,2,23188,15600,,4,0,0
REG,2,9492,12048,,4,0,0
REG,4,21452,23808,,4,0,0
REG,4,21452,23808,,4,0,0
REG,2,28225,17868,,4,0,0
FLOW,4,6245,21696,,3,0,0
REG,5,28248,18480,,4,0,0
REG,5,28248,18480,,4,0,0
PHRR,3,39230,20040,,4,0,0
PHRR,3,39230,20040,,4,0,0
REG,4,33072,20964,,3,0,0
HOPE6,2,19405,16908,,4,0,0
HOPE6,2,19405,16908,,4,0,0
REG,3,34236,16788,,4,0,0
REG,3,12216,23580,,4,0,0
REG,4,9516,19536,,4,0,0
REG,3,0,16536,,4,0,0
REG,3,0,16536,,4,0,0
REG,2,14026,16728,,2,0,0
REG,5,24246,38496,,1,0,0
REG,4,38309,14088,Job Placement for Long Term Unemployed,2,0,1
REG,3,15028,17064,,4,0,0
REG,2,39769,16188,Job Placement for Long Term Unemployed,3,0,1
REG,2,16276,17664,,4,0,0
REG,2,27107,22080,,4,0,0
NED,3,12298,19968,,3,0,0
REG,1,15748,14532,Job Placement for Long Term Unemployed,3,0,1
REG,1,15748,14532,Behavioral Health Counseling and Services,3,0,1
REG,2,2820,21672,,4,0,0
FLOW,6,30160,19956,Job Placement for Long Term Unemployed,4,0,1
FLOW,6,30160,19956,Job Placement for Long Term Unemployed,4,0,1
REG,2,29000,19824,,3,0,0
REG,2,29000,19824,,3,0,0
FUPF,3,9396,17208,,4,0,0
REG,7,12998,25884,,3,0,0
REG,4,11698,13560,,4,0,0
REG,3,12691,15612,,4,0,0
REG,4,23370,21696,Job Placement for Long Term Unemployed,4,0,1
REG,4,23370,21696,Workforce Development Training,4,0,1
PHRR,5,10278,20268,Job Placement for Long Term Unemployed,3,0,1
PHRR,5,10278,20268,,3,0,0
REG,4,2948,37200,,3,0,0
PAV,4,22105,13308,,4,0,0
REG,3,24852,13560,,4,0,0
REG,1,18720,11916,,4,0,0
REG,2,19168,15132,,1,0,0
PHRR,4,66741,20088,Workforce Development Training,4,0,1
PHRR,4,66741,20088,,4,0,0
PHRR,4,66741,20088,,4,0,0
REG,2,16380,13716,,3,0,0
REG,5,17354,20472,,4,0,0
REG,5,17354,20472,,4,0,0
REG,5,17354,20472,,4,0,0
REG,4,17716,21012,,2,0,0
REG,3,25016,25104,,4,0,0
REG,2,9000,18756,,4,0,0
REG,6,19240,27144,,4,0,0
REG,2,29495,14328,,4,0,0
REG,6,45459,26676,,3,0,0
REG,6,45459,26676,,3,0,0
REG,2,25308,13728,,4,0,0
REG,5,16925,19644,,3,0,0
REG,3,21449,18876,,4,0,0
REG,3,21449,18876,,4,0,0
REG,2,13680,14772,,4,0,0
REG,3,9792,20664,,3,0,0
REG,1,21188,10140,,4,0,0
REG,2,26262,17532,,4,0,0
REG,5,0,25104,,4,0,0
REG,5,0,25104,,4,0,0
REG,4,21273,18828,,3,0,0
REG,2,1860,22008,,4,0,0
REG,2,32779,19176,,4,0,0
REG,3,33251,23472,,3,0,0
FUPF,1,30160,11028,,4,0,0
PHRR,4,19827,27540,,4,0,0
PHRR,4,19827,27540,,4,0,0
REG,3,9144,18672,,3,0,0
NED,2,9768,14328,,2,0,0
REG,3,7696,18732,,3,0,0
REG,3,7696,18732,,3,0,0
REG,3,7696,18732,,3,0,0
PHRR,5,26182,18564,Job Placement for Long Term Unemployed,4,0,1
PHRR,5,26182,18564,,4,0,0
REG,2,12185,14616,,4,0,0
REG,6,45612,25992,,4,0,0
REG,2,9396,15132,,4,0,0
REG,2,20035,16596,,4,0,0
REG,6,10972,38148,,0,0,0
REG,3,28766,20280,,3,0,0
REG,1,28679,12396,,4,0,0
FLOW,2,7632,14760,,4,0,0
REG,2,0,12228,,4,0,0
NED,2,10740,13848,,4,0,0
REG,1,8382,13260,,4,0,0
REG,2,21572,11496,,3,0,0
FUPF,4,31472,26712,,4,0,0
REG,3,15048,13308,,4,0,0
REG,3,15048,13308,,4,0,0
REG,1,17160,15204,Job Placement for Long Term Unemployed,4,0,1
REG,1,17160,15204,Employment Prep Placement and Retention Services,4,0,1
REG,6,24577,25512,,4,0,0
REG,6,24577,25512,,4,0,0
REG,1,15709,13944,,4,0,0
REG,2,53113,16188,,4,0,0
REG,2,53113,16188,,4,0,0
REG,2,18963,14328,,4,0,0
FUPF,6,12256,25632,,4,0,0
REG,4,24040,22512,,4,0,0
REG,4,24040,22512,,4,0,0
REG,4,24040,22512,,4,0,0
REG,3,3600,23400,Youth Development Ed and After School Programs,3,0,1
REG,3,3600,23400,,3,0,0
REG,2,18475,13368,,4,0,0
REG,4,25859,16752,,4,0,0
REG,3,30597,20376,,4,0,0
REG,3,30597,20376,,4,0,0
REG,2,24463,11748,,4,0,0
REG,3,0,10392,,4,0,0
REG,4,30155,26220,,2,0,0
REG,4,30155,26220,,2,0,0
REG,4,30155,26220,,2,0,0
REG,3,4163,19080,,3,0,0
REG,3,41366,20028,,3,0,0
REG,3,41366,20028,,3,0,0
PHRR,3,29394,12180,,3,0,0
REG,3,43466,12180,,4,0,0
REG,2,14096,21264,,4,0,0
PHRR,1,20800,19764,,4,0,0
REG,2,14820,21912,,4,0,0
REG,5,37201,16824,,1,0,0
REG,5,37201,16824,,1,0,0
REG,2,9396,13188,,4,0,0
REG,5,20860,29448,,4,0,0
REG,5,20860,29448,,4,0,0
NED,2,14733,15312,,3,0,0
REG,4,28560,16872,,4,0,0
REG,2,14500,22776,Job Placement for Long Term Unemployed,1,0,1
REG,2,14500,22776,,1,0,0
REG,2,14404,23688,,3,0,0
REG,2,14404,23688,,3,0,0
REG,5,9568,18204,,4,0,0
REG,5,9568,18204,,4,0,0
REG,3,36661,22848,,3,0,0
REG,2,11639,20676,,1,0,0
REG,2,19977,14208,,4,0,0
REG,1,12428,19464,,0,0,0
REG,5,38107,21972,,4,0,0
REG,5,38107,21972,,4,0,0
REG,1,18980,12264,,4,0,0
PHRR,1,15746,9684,GED Preparation,3,0,1
PHRR,1,15746,9684,Job Placement for Long Term Unemployed; Job Skills Training,3,0,1
REG,1,14538,16416,Employment Prep Placement and Retention Services,3,0,1
PHRR,3,14856,24012,,4,0,0
REG,3,38739,14208,,4,0,0
REG,3,38739,14208,,4,0,0
REG,3,17495,14208,,4,0,0
HOPE6,7,34452,22392,,4,0,0
HOPE6,7,34452,22392,,4,0,0
REG,3,16127,19644,,4,0,0
REG,3,16127,19644,,4,0,0
PHRR,3,31145,16188,,4,0,0
REG,3,36870,26376,,4,0,0
REG,3,36870,26376,,4,0,0
REG,4,36582,20472,,4,0,0
REG,1,12792,12156,,4,0,0
REG,1,27515,10716,,4,0,0
MS5,2,22690,15276,,4,0,0
REG,5,5499,26784,,4,0,0
REG,5,5499,26784,,4,0,0
REG,3,24288,16476,,4,0,0
PHRR,1,0,14796,,4,0,0
REG,2,13312,13488,,4,0,0
REG,2,13312,13488,Workforce Development Training,4,0,1
PHRR,2,26624,17364,,4,0,0
PHRR,2,26624,17364,,4,0,0
REG,1,17462,12576,,3,0,0
REG,3,11742,13932,,3,0,0
REG,5,31501,22812,,2,0,0
REG,5,31501,22812,,2,0,0
REG,3,18468,33696,,0,0,0
REG,4,19159,17124,,4,0,0
REG,3,10156,15288,,2,0,0
REG,5,41448,25200,,2,0,0
REG,3,24864,21108,,4,0,0
REG,2,17472,25548,,4,0,0
REG,8,5200,23076,Workforce Development Training,3,0,1
REG,8,5200,23076,Workforce Development Training,3,0,1
REG,3,11648,17580,,4,0,0
REG,3,6334,11196,,4,0,0
REG,4,13000,14376,Job Placement for Long Term Unemployed,4,0,1
REG,5,33328,18780,,3,0,0
REG,5,33328,18780,,3,0,0
REG,5,28684,19476,,4,0,0
REG,5,28684,19476,,4,0,0
REG,2,12412,17268,,4,0,0
REG,2,12412,17268,,4,0,0
REG,2,27000,23784,,0,0,0
HOPE6,2,24980,13992,,4,0,0
HOPE6,2,24980,13992,,4,0,0
REG,4,18753,24204,,2,0,0
REG,4,18753,24204,,2,0,0
REG,2,21549,13728,,4,0,0
REG,3,33446,20808,,2,0,0
REG,2,16484,13728,,4,0,0
REG,1,0,11748,,4,0,0
REG,2,17940,19728,,1,0,0
REG,2,17940,19728,,1,0,0
NED,3,40414,23472,,3,0,0
NED,3,40414,23472,,3,0,0
FUPF,1,2781,13452,,2,0,0
PHRR,3,38412,21408,,4,0,0
PHRR,4,26033,20316,,4,0,0
REG,2,2860,14208,,4,0,0
REG,2,17903,13560,,4,0,0
REG,1,22847,20832,,0,0,0
REG,4,10980,17004,,4,0,0
REG,4,10980,17004,,4,0,0
REG,5,19813,23808,,4,0,0
REG,2,37845,29208,,3,0,0
HOPE6,2,22172,16332,Job Placement for Long Term Unemployed; Job Skills Training,3,0,1
REG,7,43241,21384,,3,0,0
REG,2,9773,19260,,2,0,0
FLOW,3,6276,23928,,4,0,0
REG,2,30393,16236,,4,0,0
REG,3,11607,18360,,4,0,0
REG,2,38060,20508,,4,0,0
REG,3,34091,11076,,4,0,0
REG,2,15590,13404,,3,0,0
REG,4,20423,19200,,4,0,0
REG,4,20423,19200,,4,0,0
REG,4,20423,19200,,4,0,0
PHRR,4,30861,24732,,4,0,0
PHRR,4,30861,24732,,4,0,0
FLOW,4,0,13728,,4,0,0
FLOW,4,10872,14328,,4,0,0
FLOW,4,10872,14328,,4,0,0
FLOW,4,10872,14328,,4,0,0
REG,4,13838,18732,,2,0,0
REG,2,14820,17100,,3,0,0
REG,2,20176,17268,,4,0,0
REG,2,20176,17268,,4,0,0
REG,4,27537,18216,,3,0,0
REG,1,0,18408,,2,0,0
REG,2,37424,13128,,4,0,0
REG,2,9492,12420,,4,0,0
FUPF,3,50193,30576,GED Preparation; Job Placement for Long Term Unemployed,4,0,1
FUPF,3,50193,30576,GED Preparation; Job Placement for Long Term Unemployed,4,0,1
REG,2,11880,18948,,4,0,0
REG,6,16312,22260,,3,0,0
REG,6,16312,22260,,3,0,0
RISE II,8,22000,28212,,3,0,0
RISE II,8,22000,28212,,3,0,0
NED,6,38800,26328,,4,0,0
REG,4,29046,18636,,4,0,0
REG,4,7748,21744,,4,0,0
PHRR,3,6278,17388,,3,0,0
REG,2,29823,25356,,0,0,0
REG,3,15508,19824,Job Placement for Long Term Unemployed,4,0,1
REG,3,15508,19824,,4,0,0
RISE II,4,9198,20292,,4,0,0
REG,3,30533,18852,,4,0,0
REG,3,30533,18852,,4,0,0
REG,3,45426,21576,,4,0,0
REG,3,45426,21576,,4,0,0
REG,5,12308,24720,,3,0,0
PAV,1,17784,14016,,4,0,0
REG,2,18622,18408,,4,0,0
REG,2,18622,18408,,4,0,0
REG,3,6081,23400,,3,0,0
REG,3,6081,23400,,3,0,0
REG,3,15600,16416,,4,0,0
REG,1,11500,13596,,4,0,0
VASH,1,0,18672,,4,0,0
REG,1,25281,13008,,4,0,0
REG,3,14092,19176,,4,0,0
REG,6,21890,39180,,1,0,0
REG,3,18509,19656,,4,0,0
REG,2,29610,17472,,3,0,0
REG,2,29610,17472,,3,0,0
FLOW,3,17297,15636,,4,0,0
FLOW,3,17297,15636,,4,0,0
REG,4,10868,17004,Job Skills Training,4,0,1
PHRR,3,31465,20472,Employment Prep Placement and Retention Services,3,0,1
PHRR,3,31465,20472,,3,0,0
REG,4,12805,18576,,2,0,0
REG,4,12805,18576,,2,0,0
VASH,1,8400,25992,,1,0,0
REG,2,29013,18948,,4,0,0
REG,4,12480,14688,Workforce Development Training,4,0,1
REG,4,12480,14688,Job Placement for Long Term Unemployed,4,0,1
REG,5,20710,24768,,3,0,0
REG,5,20710,24768,,3,0,0
PHRR,3,34498,18948,,4,0,0
PHRR,3,34498,18948,,4,0,0
REG,2,23490,17088,,4,0,0
REG,5,28958,19968,,4,0,0
REG,3,14560,18000,,4,0,0
REG,3,4836,13728,,4,0,0
REG,1,22400,15756,,4,0,0
REG,5,18396,18144,,4,0,0
REG,6,36420,22476,,4,0,0
REG,6,36420,22476,,4,0,0
REG,5,8568,19476,,4,0,0
REG,5,8568,19476,,4,0,0
PHRR,4,40140,23760,,2,0,0
PHRR,4,40140,23760,,2,0,0
